City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
deputatskiy,0,RU,1584228677,91,69.3,139.9,-28.20999999999998,1.90145
vincennes,78,FR,1584228679,87,48.85,2.43,48.00200000000008,5.8162
barcelos,40,PT,1584228681,100,41.54,-8.62,51.998000000000026,1.5659
taoudenni,0,ML,1584228445,12,22.68,-3.98,70.62800000000007,2.93047
carballo,90,ES,1584228685,100,43.21,-8.69,51.998000000000026,1.1185
san andres,75,CO,1584228687,74,12.58,-81.7,82.4,13.8694
urdoma,0,RU,1584228690,91,61.75,48.54,16.052000000000078,5.97279
caibarien,75,CU,1584228692,69,22.52,-79.47,78.8,18.3434
makokou,3,GA,1584228694,88,0.57,12.86,73.32800000000006,2.39359
taksimo,92,RU,1584228696,89,56.34,114.88,1.6520000000000792,0.2237
omboue,100,GA,1584228698,89,-1.57,9.26,77.52200000000003,0.98428
ahuimanu,75,US,1584228501,61,21.44,-157.84,82.4,11.4087
mahebourg,40,MU,1584228703,88,-20.41,57.7,77.0,7.538690000000001
general cepeda,75,MX,1584228705,41,25.38,-101.45,78.8,6.9347
tyazhinskiy,99,RU,1584228707,89,56.12,88.52,32.360000000000085,19.19346
port macquarie,95,AU,1584228513,82,-31.43,152.92,66.99199999999999,6.9347
vao,100,NC,1584228711,82,-22.67,167.48,83.24600000000005,24.360930000000003
hofn,98,IS,1584228713,68,64.25,-15.21,30.90200000000008,19.55138
am timan,14,TD,1584228716,13,11.03,20.28,73.94000000000003,5.50302
tarata,75,BO,1584228718,38,-17.62,-66.02,73.4,3.3555
caceres,0,ES,1584228720,71,39.52,-6.37,57.00200000000008,0.51451
hami,80,CN,1584228722,33,42.8,93.45,34.10600000000003,3.17654
uyuni,31,BO,1584228724,44,-20.46,-66.83,61.34000000000002,9.1717
bowen,68,AU,1584228729,65,-20.02,148.23,82.00400000000005,11.4087
bocana de paiwas,71,NI,1584228731,88,12.79,-85.12,73.49000000000002,6.9347
cabra,21,ES,1584228733,87,37.47,-4.44,57.00200000000008,4.07134
bubaque,5,GW,1584228454,48,11.28,-15.83,83.75,24.025380000000002
caravelas,82,BR,1584228637,79,-17.71,-39.25,80.58200000000002,15.36819
victor harbor,1,AU,1584228739,51,-35.57,138.62,62.99600000000005,1.1185
ikwiriri,86,TZ,1584228742,97,-7.96,38.97,75.50600000000003,1.1185
idritsa,60,RU,1584228744,65,56.33,28.9,24.8,10.133610000000001
mehamn,100,NO,1584228464,92,71.04,27.85,15.260000000000083,16.44195
ostersund,46,SE,1584228750,53,63.18,14.64,26.6,18.3434
hoi an,40,VN,1584228752,88,15.88,108.33,75.2,2.237
north battleford,90,CA,1584228757,60,52.78,-108.28,8.600000000000001,19.4619
tahe,0,CN,1584228759,75,52.33,124.73,-0.6699999999999591,4.63059
nantucket,1,US,1584228673,65,41.28,-70.1,48.2,16.1064
kieta,100,PG,1584228765,75,-6.22,155.63,84.93800000000005,14.74183
pitimbu,64,BR,1584228704,83,-7.47,-34.81,80.6,6.9347
matamoros,75,MX,1584228772,12,25.53,-103.25,93.2,9.1717
vostok,100,RU,1584228774,91,46.49,135.88,16.448000000000025,3.6463099999999997
kutum,35,SD,1584228703,25,14.2,24.67,57.61400000000003,5.346430000000001
tuatapere,100,NZ,1584228778,74,-46.13,167.68,62.00600000000003,5.010880000000001
natal,20,BR,1584228781,88,-5.79,-35.21,78.8,4.6977
acapulco,20,MX,1584228715,66,16.86,-99.89,86.0,6.9347
ormara,99,PK,1584228785,58,25.21,64.64,72.03200000000001,3.51209
byron bay,75,AU,1584228603,88,-28.65,153.62,73.00400000000005,18.3434
arraial do cabo,20,BR,1584228695,94,-22.97,-42.03,75.2,3.3555
tahta,0,EG,1584228791,59,26.77,31.5,62.6,4.6977
pangnirtung,93,CA,1584228794,99,66.15,-65.71,-33.91599999999997,1.74486
vila velha,20,BR,1584228798,83,-20.33,-40.29,78.99800000000002,4.6977
jackson,75,US,1584228628,52,42.42,-122.83,48.00200000000008,14.987900000000002
yagodnoye,100,RU,1584228802,90,62.55,149.67,-7.923999999999964,2.28174
banyo,0,CM,1584228804,21,6.75,11.82,60.65600000000003,1.2527200000000003
grootfontein,75,NA,1584228807,71,-19.57,18.12,66.03800000000004,2.4607
jiazi,3,CN,1584228809,79,22.88,116.07,62.096000000000046,5.23458
suleja,59,NG,1584228811,32,9.18,7.18,80.6,4.6977
salalah,51,OM,1584228813,53,17.02,54.09,77.0,11.4087
ereymentau,100,KZ,1584228815,88,51.62,73.1,29.372000000000035,14.94316
suhbaatar,78,MN,1584228817,84,50.23,106.21,19.058000000000003,5.5925
guarapari,20,BR,1584228820,83,-20.67,-40.5,78.99800000000002,4.6977
denham springs,1,US,1584228822,47,30.49,-90.96,80.6,5.8162
cap malheureux,40,MU,1584228824,88,-19.98,57.61,77.0,10.021760000000002
troitsko-pechorsk,94,RU,1584228808,92,62.71,56.2,17.204000000000054,7.1584
ciumeghiu,100,RO,1584228828,47,46.73,21.58,39.2,10.2902
ixtapa,5,MX,1584228831,74,20.7,-105.2,78.8,11.4087
micheweni,33,TZ,1584228833,75,-4.97,39.83,84.41600000000001,7.04655
antalaha,100,MG,1584228835,92,-14.9,50.28,78.908,49.50481
tucuma,100,BR,1584228837,93,-0.18,-50.05,77.14400000000008,5.8162
sindor,29,RU,1584228839,93,62.86,51.89,13.802000000000078,8.45586
dudinka,75,RU,1584228841,100,69.41,86.18,30.2,15.659
xining,100,CN,1584228641,36,36.62,101.77,30.36200000000006,2.88573
wuda,33,CN,1584228846,25,39.5,106.71,33.96200000000006,3.8029
husavik,20,IS,1584228848,77,66.04,-17.34,5.0,4.6977
saint-francois,0,FR,1584228852,90,46.42,3.91,41.0,2.237
titusville,1,US,1584228854,69,28.61,-80.81,80.99600000000005,6.9347
vanimo,100,PG,1584228857,87,-2.67,141.3,80.06000000000009,21.34098
yelizovo,0,RU,1584228859,57,53.19,158.38,23.0,6.711
pilar,75,BR,1584228861,88,-9.6,-35.96,78.8,4.6977
noumea,75,NC,1584228863,66,-22.28,166.46,86.0,3.3555
kumluca,70,TR,1584228865,89,36.37,30.29,55.004000000000055,2.99758
abalak,10,RU,1584228867,92,58.13,68.59,30.614000000000033,7.74002
katsuura,20,JP,1584228663,52,35.13,140.3,46.004000000000055,13.8694
dimbokro,97,CI,1584228874,86,6.65,-4.7,79.016,3.73579
khasan,100,RU,1584228876,73,42.43,130.64,31.51400000000003,14.00362
dunedin,100,NZ,1584228524,69,-45.87,170.5,62.00600000000003,1.00665
guerrero negro,0,MX,1584228880,61,27.98,-114.06,65.21000000000008,14.607610000000001
gamba,100,GA,1584228883,88,-2.65,10.0,79.05200000000008,2.05804
leningradskiy,49,RU,1584228887,71,69.38,178.42,1.454000000000054,10.7376
srandakan,13,ID,1584228889,85,-7.94,110.25,78.11600000000001,2.95284
japura,53,ID,1584228891,94,-0.32,102.35,74.49800000000002,0.49214
halden,74,NO,1584228893,69,59.12,11.39,39.2,17.2249
moron,90,AR,1584228602,93,-34.65,-58.62,69.8,8.0532
yarovoye,100,RU,1584228900,95,52.93,78.58,34.358000000000004,13.847030000000002
mahajanga,40,MG,1584228902,94,-15.72,46.32,78.8,2.237
villarrica,100,PY,1584228904,39,-25.75,-56.43,85.92800000000007,2.88573
mongoumba,68,CF,1584228906,46,3.64,18.59,76.73000000000005,1.67775
chagoda,95,RU,1584228909,70,59.16,35.33,23.324000000000012,12.68379
yueyang,0,CN,1584228911,55,29.33,113.09,54.158,4.33978
westport,1,US,1584228913,32,41.14,-73.36,51.998000000000026,11.4087
tongchuan,43,CN,1584228915,26,35.08,109.09,42.71000000000008,5.95042
ures,0,MX,1584228795,36,29.43,-110.4,75.99199999999999,5.010880000000001
aswan,0,EG,1584228919,53,24.09,32.91,66.2,8.0532
klichka,0,RU,1584228922,77,50.45,118.0,2.60600000000003,2.19226
antofagasta,40,CL,1584228924,82,-23.65,-70.4,66.2,12.750900000000001
zhanaozen,79,KZ,1584228926,81,43.3,52.8,48.812000000000054,8.76904
garden city,90,US,1584228928,64,42.33,-83.33,37.004000000000055,6.9347
stykkisholmur,0,IS,1584228930,73,65.08,-22.73,19.814000000000032,3.89238
presidencia roque saenz pena,76,AR,1584228933,38,-26.79,-60.44,88.358,4.76481
eurajoki,18,FI,1584228935,79,61.2,21.73,21.2,6.9347
rudnogorsk,100,RU,1584228939,95,57.26,103.75,29.51600000000001,7.06892
nelson bay,40,AU,1584228941,68,-32.72,152.15,69.99800000000002,19.4619
portlethen,90,GB,1584228943,87,57.05,-2.13,44.6,8.0532
lasa,5,IT,1584228946,86,46.62,10.7,39.00200000000008,4.6977
puerto madryn,0,AR,1584228948,65,-42.77,-65.04,57.30800000000001,6.95707
olafsvik,32,IS,1584228950,52,64.89,-23.71,24.332000000000015,2.41596
aksarka,41,RU,1584228952,89,66.56,67.8,-3.9279999999999617,10.513900000000001
bud,90,US,1584228954,96,39.45,-86.18,37.004000000000055,6.9347
hirara,40,JP,1584228921,54,24.8,125.28,60.8,12.750900000000001
moses lake,75,US,1584228791,55,47.13,-119.28,33.8,17.2249
khorinsk,86,RU,1584228963,97,52.17,109.77,24.332000000000015,1.05139
fomboni,100,KM,1584228965,76,-12.28,43.74,83.96600000000001,10.84945
riyadh,40,SA,1584228921,48,24.69,46.72,66.2,4.6977
tual,100,ID,1584228969,77,-5.67,132.75,81.53600000000007,9.104590000000002
slave lake,1,CA,1584228972,35,55.28,-114.77,10.399999999999999,8.0532
skibbereen,75,IE,1584228974,87,51.55,-9.27,44.6,14.987900000000002
bechem,100,GH,1584228976,93,7.09,-2.02,72.75200000000008,2.43833
christchurch,92,NZ,1584228759,72,-43.53,172.63,64.99400000000007,13.8694
nemuro,100,JP,1584228980,72,43.32,145.57,29.858000000000004,14.40628
umm lajj,0,SA,1584228982,59,25.02,37.27,62.74400000000007,5.18984
sevierville,90,US,1584228985,71,35.87,-83.56,57.00200000000008,5.8162
suntar,97,RU,1584228987,94,62.14,117.63,20.12000000000006,6.196490000000001
lucea,20,JM,1584228989,74,18.45,-78.17,80.99600000000005,18.3434
palu,100,ID,1584228991,91,-0.89,119.87,71.88800000000005,1.14087
ambilobe,100,MG,1584228632,85,-13.2,49.05,80.07800000000006,13.08645
maumere,46,ID,1584228995,64,-8.62,122.21,81.05,1.05139
kosmach,99,UA,1584228998,76,48.75,24.37,22.928000000000065,6.82285
veraval,98,IN,1584229000,27,20.9,70.37,68.70200000000008,14.495760000000002
xai-xai,0,MZ,1584228595,96,-25.05,33.64,70.88000000000004,1.8119700000000003
asau,90,RO,1584228762,52,46.43,26.4,41.0,17.2249
berwick,90,US,1584229008,41,41.05,-76.23,48.2,4.138450000000001
svetlogorsk,70,BY,1584229011,61,52.63,29.73,27.824000000000012,16.91172
dzhebariki-khaya,87,RU,1584229013,94,62.22,135.8,-13.82799999999996,3.24365
jacqueville,75,CI,1584229015,100,5.21,-4.41,78.8,12.750900000000001
saint-orens-de-gameville,0,FR,1584229017,75,43.55,1.53,44.00600000000003,2.237
sechura,95,PE,1584229019,87,-5.56,-80.82,75.14600000000004,11.45344
mayo,90,US,1584228584,34,38.89,-76.51,55.99400000000007,3.3555
tilichiki,100,RU,1584229024,79,60.47,166.1,28.562000000000058,11.6324
russell,1,US,1584229026,37,32.35,-85.2,82.4,6.9347
kurumkan,86,RU,1584228523,83,54.3,110.3,14.39600000000005,1.47642
shimoda,40,JP,1584229030,87,34.67,138.95,46.99400000000007,11.4087
manhattan,40,US,1584228759,29,40.78,-73.97,53.6,9.1717
davila,75,PH,1584229035,83,18.47,120.58,77.0,8.0532
tete,81,MZ,1584229037,81,-16.16,33.59,71.69000000000003,2.28174
alofi,100,NU,1584229039,74,-19.06,-169.92,86.0,9.1717
leh,58,IN,1584229041,61,34.17,77.58,8.78000000000004,1.7896
zheleznodorozhnyy,75,RU,1584229043,92,55.75,38.0,26.00600000000003,17.896
puerto escondido,40,MX,1584229045,79,15.85,-97.07,86.0,8.0532
dolgorukovo,99,RU,1584229048,88,52.32,38.35,28.688000000000045,22.43711
dhidhdhoo,69,MV,1584229050,75,6.88,73.1,83.69600000000005,8.25453
kaniv,17,UA,1584229052,82,49.75,31.46,30.416000000000007,15.27871
fairview,40,US,1584229054,29,40.81,-74.0,53.6,9.1717
novikovo,67,RU,1584229056,73,51.15,37.89,30.65,20.28959
arkhipo-osipovka,67,RU,1584229058,69,44.37,38.52,41.21600000000001,3.91475
akyab,100,MM,1584229061,80,20.15,92.9,73.4,8.12031
envira,74,BR,1584229063,82,-7.3,-70.22,79.30400000000006,3.24365
laguna,75,US,1584229065,81,38.42,-121.42,55.4,11.4087
ardakan,40,IR,1584229067,36,32.31,54.02,60.8,4.6977
visby,13,SE,1584229069,79,57.64,18.3,35.99600000000005,6.9347
sikonge,96,TZ,1584229071,90,-5.63,32.77,63.41000000000008,2.32648
nadvoitsy,79,RU,1584229074,95,63.87,34.32,8.81600000000001,5.54776
agara,98,GE,1584229076,84,42.04,43.82,46.022000000000034,15.8827
banapur,99,IN,1584229078,69,19.78,85.18,71.02400000000002,5.301690000000001
weihai,16,CN,1584229080,65,37.5,122.11,41.774000000000015,15.860330000000001
moss vale,75,AU,1584229084,51,-34.55,150.38,66.99199999999999,12.750900000000001
morondava,54,MG,1584229087,84,-20.28,44.28,71.13200000000002,0.6711
simi,38,SL,1584229089,85,9.57,-12.35,73.50800000000001,4.58585
dolores,18,AR,1584229091,70,-36.31,-57.68,60.78200000000002,7.538690000000001
arlit,0,NE,1584229093,14,18.74,7.39,69.27800000000006,8.67956
newport,90,GB,1584229080,87,51.59,-3.0,51.998000000000026,14.987900000000002
stony plain,20,CA,1584229098,71,53.53,-114.0,6.008000000000003,6.9347
celestun,0,MX,1584229100,84,20.87,-90.4,76.38800000000005,23.309540000000002
losevo,34,RU,1584228586,74,50.68,40.05,35.11400000000003,16.195880000000002
yambio,100,SS,1584229104,94,4.57,28.4,71.816,3.1318
carmen,5,MX,1584229106,74,18.63,-91.83,82.4,11.4087
te anau,100,NZ,1584228861,59,-45.42,167.72,59.432000000000016,1.1185
novyy urgal,11,RU,1584229111,84,51.07,132.56,1.8500000000000014,1.40931
walvis bay,0,NA,1584229088,87,-22.96,14.51,62.00600000000003,4.6977
sainte-maxime,5,FR,1584229115,87,43.3,6.63,55.4,2.37122
vila franca do campo,20,PT,1584228680,82,37.72,-25.43,55.4,2.237
petatlan,40,MX,1584229119,62,17.52,-101.27,87.8,10.2902
caloundra,75,AU,1584229121,57,-26.8,153.13,78.99800000000002,13.8694
maniitsoq,87,GL,1584229124,83,65.42,-52.9,1.0940000000000225,7.807130000000001
rey bouba,0,CM,1584229126,14,8.67,14.18,70.39400000000008,1.61064
madimba,89,TZ,1584228775,88,-10.4,40.33,78.566,4.42926
beidao,78,CN,1584229130,39,34.57,105.89,41.108000000000004,3.22128
flinders,75,AU,1584229132,51,-34.58,150.86,66.99199999999999,12.750900000000001
kendari,100,ID,1584229134,93,-3.94,122.5,76.92800000000007,0.53688
tigil,96,RU,1584229137,78,57.8,158.67,19.562000000000058,26.66504
valle hermoso,75,MX,1584229139,54,25.67,-97.83,84.2,12.750900000000001
hastings,100,GB,1584229141,87,50.86,0.57,50.0,21.922600000000003
navahrudak,18,BY,1584229143,66,53.6,25.83,26.438000000000045,14.160210000000001
porbandar,100,IN,1584229145,43,21.64,69.61,75.56000000000009,20.82647
ati,9,TD,1584229147,11,13.22,18.34,69.96200000000006,11.185
taixing,0,CN,1584228962,63,32.17,120.01,51.008,1.00665
